is_offensive,tags
1,"canaldootario . otarioanonymous . canal otario . cdo . museu nacional . ufrj . ota otarionews"
1,"mc denny . mc kalzin . muita xereca junta . dj carlinhos s.r . lançamento funk 0000 . música nova 0000"
1,"iepg . bispo arnaldo . pastor arnaldo . apostolo arnaldo . rio janeiro . rj . inferno . bíblia . brasil . violencia . funk . musicas . mc . call of duty . jogos . jogo . lost . justiça . show . humor . humorista . videos engraçados . videos humor . comédia . pastor"
1,"porta . . fundos . kibe . loco . kibeloco . fabio . porchat . gregório . duviver . ian . sbf . antonio . tabet . joão . vicente . . castro . comédia . humor . engraçado . funny . comedy . risos . risadas . hilario . bizarro . parodia . satira . posição . conchinha . spoon . cama . bed . casal . couple . marido . mulher . esposa . homem . sexo . amor . casamento . matrimonio . assaltante . assalto . bandido . vilão . arromba . invasão . polícia . luz . parafernalia . anoes . . chamas . galo . frito . felipe . neto . louco . doido . maluco"
1,"yt : cc=on"
1,?
1,"ataque casa animado . ataque animado . ataque casa . gameplay brasil . cartuchito . games . ricardo santiago . ricardojogando . rikeditor . rikstudios . emisushow . rik emisu . emisu rik . felino . casa edição . srwilson . colonia contra ataca . matheus canella . sofachito . isaac afterbirth . jogo novo tanto - the binding of isaac : afterbirth plus # 00 ataque casa"
1,"motos . esportivas . motorcycle . moto . filmador . kle000full . motogp . top . speed . hornet . cb000f . xj0n . cb0000rr . honda . yamaha . mt-00 . vlog . turbo . rider . ghostrider . atalla . escapes . escapamento . . motos"
1,"maicon küster . kuster . flávio kotaka . kotaka . nhx studio . maiconkusterkkk . maiconkuster000 . maiconkuster000 . xxxtentacion . lw musicas . maicon lw musicas . maicon kuster musicas . jocelyn flores . save . music"
1,"bozonaro . bolsonaro . palhaço bozo . palhaço gozo . bozonaro cavalera . bolsonaro roda viva . paródia bolsonaro . bolsomito . bolsominion . bolsominions . mitadas bolsonaro . bolsonaro fascista . briga bolsonaro . humor . comédia . sátira política . eleições 0000 . bolsonaro . votar bolsonaro . greg news bolsonaro . bolsonaro sabe sobre economia . bolsonaro passa vergonha . militantes esquerda . levante popular juventude . quebrando tabu . canal jabá . debate band"
1,"bixa preta . mc linn quebrada . trans . linn santos . linn quebrada"
1,"embrulha pra viagem . embrulha . comédia . humor . esquete . comedy . maurício barros . willians mezzacapa . marcelo laham . philip silveira . ejaculação . ejaculou . porra . porra embrulha . porra embrulha pra viagem"
1,?
0,"brasileirão0000 . corinthians . flamengo . palmeiras . barcelona . futebol . fox sports . fox radio . fox raio . raio fox . radio fox . fox vivo . rodada fox . neymar . santos . timão mengão . zuando flamengo . zuando corinthians . timão vivo . noticia timão . gremio . bahia . futebol online . futebol vivo . tv online . fox . sports . radio . . vivo . copa mundo . russia . seleção brasileira"
0,?
0,"megamex . vai dar merda . meme . remix . song . musica meme . gerra memeal . wtf . tema globo esporte"
0,"coach . gio . pro . ppl . csgo . counter . strike . global . offensive . dicas . tutoriais . smokes . granadas . tips . and . tricks"
0,"coceira anal . coçeira anal . coçeira anos . coceira ânus . causa coceira anal . causas coceira anal . tratamento coceira . prurido anal . dr . marcelo werneck . proctologia tabu . proctologista . coloproctologista . coçeira partes intimas . coceira anos pode ser . coceira anal causa . coceira anal sintomas . origem coceira anal . coceira anos pode . coceira partes intimas"
0,"flyflishing . pesca mosca . streamer . atados . tutorial . pescaria . pesca esportiva . iscas artificiais . brahma bugger . abpm"
0,"fabiano oliveira . canal elétrico . atalaia esporte . balanço geral . tolerância zero . jornal estado . cidade alerta . cidade alerta sergipe . dia . EMAIL notícias sergipe . jornal sergipe . programa bareta . bareta . vídeos bareta . r0 sergipe . tv atalaia . record sergipe . notícias vídeos regional . a0se . portal a0se tv sergipe . tv sergipe . video aracaju . balanço geral sergipe . tv sergipanos . canal tv atalaia"
0,"jair bolsonaro . trollando . trollar . trollou . rindo"
0,"rap . nacional . canaltb . canaltudubom . hiphop . hip . hop . # tudubom . # tdbm . tudubom . tudobom . tudu . bom . tudo . shadow . sha . dow . dowsha . maoli . mãoli . maolee . mãolee . filipe . ret . filiperet . felipe . santo . forte . santoforte"
0,"engenharia civil . engenharia . faculdade . universidade . graduação . ensino superior"
0,?
0,"duard . jair bolsonaro . ciro gomes . campanha . eleições . 0000 eleições . eleições 0000 . presidente . mito . cirão . cirao . massa . bolsonaro . atentado . adélio . hospital . emocionante"
0,"luciana . genro . psol . caras pau . eleição . 0000 . 00000 . deputada . estadual . luciana genro"
0,"brasil . país . . tolos . olavo . carvalho"
0,"fonte . . funk . oficial . mc ferreira . louco selvagem"
0,"asno cavalo . podcast pedro mazza . fabula pedro mazza . projeto podcast . asno cavalo fabula"
0,"apocalipse . apocalipse . apocalípse . apocalypse . novela apocalipse . apocalipse hoje . apocalipse ontem . apocalipse penultimo capitulo . apocalipse ultimo capitulo"
0,"sbt . interior ; . sbt ; . tv . compartilhe ; . . feliz ; . interior . . . paulo ; . televisão ; . tvs ; . aberta"
0,"whindersson nunes . whindersson nunes pronunciou apos ser chamado corno . chamado corno . whindersson responde comentário internet . youtuber . luísa sonza . whindersson nunes . whinderssonnunes . luisa sonza . luisa sonza whindersson . whindersson defende luisa sonza . whinderrson nunes responde . luisa . luiza . youtubers . noticias . news . famosos . babados . look luisa sonza . lu sonza . polemica . olhar . defende . mulher . snapchat . histórias . whindersson . windersson"
0,"nilton . césar"
0,"mederi . show . vlog . humor . comédia . humorista . comediante . engraçado . rir . feliz . felicidade . vlog . vlogando . youtuber . enem . passar . colar . colando . escola . vestibular . vestibulando . estudando . estudar . cola . universidade . faculdade . colégio . dormir . pé . monstro pé . sapato . moço . facebook . amigos . amizade . ter amigos"
0,"dicas . cães . animais . adestramento . veterinário . campinas . saúde animal . cio cadela . acasalamento cadela . tempo duração cio . ovulação canino . reprodução cão . filhtes fazem xixi coco . cães filhotes controlam micção evacução"
0,"brazil today . bbb00 . bbb"
0,?
0,"matheus hwang plagio . matheus hwang plagiou . botao select matheus hwang . matheus hwang cover plagio . matheus hwang acusado plagio . nando moura matheus yurley . matheus yurley . nando moura . goularte matheus hwang . goularte . matheus hwang . treta . news"
0,"joão kléber show . redetv ! . joão kléber . pegadinhas . humor . câmera escondida . pegadinhas joao kleber 0000 . pegadinhas 0000 . pegadinhas joão kleber 0000 . videos pegadinhas 0000 . melhores pegadinhas 0000 . pegadinhas picancantes 0000 . pegadinhas engraçadas 0000 . pegadinhas picantissimas 0000 . pegadinhas joão kléber show . pegadinhas picancantes youtube . trollagem . loira . morena . gata . gostosa . beldade . biquíni . fio-dental . decote . silicone . siliconada . calcinha . sutiã . lingerie"
0,"hermes renato ( tv program ) . hermes renato . hermes . renato . hermes renato . oficial . acervo . pérolas . mtv . fox . record . tv . fx . yt : quality=high . arte cagar . saulo botelho . marco antonio"
0,"júnior soares . júnior soares tutoriais . júnior soares solidworks . chapa metáica . solidworks chapa metálica . chaparia solidworks . chaparia . solidworks chaparia . tutorial solidworks . tutorial chapa metálica . júnior soares chapa metálica . tutoriais chapa metálica . dobras solidworks . dobras rápidas . fazer dobras solidworks . fazer dobras rápidas solidworks . flange contínuo . tutorial flange contínuo . flange contínuo solidworks"
0,?
0,"operação risco . ladrão . roubo . roubo celular . furto . furto celular . ladrão cara pau . policial . polícia . preso"
0,"camisa . camiseiro . time . futebol . vestiário . colecionadores . uniforme . brasileirão . cruzeiro . siemens . topper"
0,"pretinho básico . pretinho atlântida . pb atlantida . pretinho basico radio . bruno barreto . pretinho sincero . pbsincero . alcemar revela sobre sono . alcemar remedio . alcemar dormir . alcemar perdemo pedrão . alcemar nevo véio . alcemito . pedro smaniotto . arthur gubert . neto fagundes . alexandre fetter . alcemar revela precisa dormir"
0,"xbox . mil . grau . xboxmilgrau . m0l . gr0u . xb0x . playstation . sony . microsoft . sonysta . caixista . nintendo . noticia . zueira . brincadeira . consoles . chief . xcapim . gamer . gamers . gameplay . jogo . jogos . videogame . console . xboxone . xbox000 . xboxonex . project . scorpio . ps0 . ps0 . ps0 . ps0 . ps0pro . xboxlive . live . lives . psn . dica . tutorial"
0,"mc lan . mc gw . mc wm . danilo snider . louco refri . aln0000 . mitico jovem . mc davi . mc menor vg . mc rodolfinho . mc 0belo . mc ruzika . mc menor vd . mc ig . mc andrewzinho . mc jerry . mc fiot . mc g00 . mc dudu . mc don juan . mc brinquedo . mc pikachu . mc kevin . mc magrinho . mc th . mc kevinho . kondzilla . gr0 . funk capital . detona funk . dj perera . dj yuri martins . dj jorgin . dj felipe unico . dj tezinho"
0,"hermes renato ( tv program ) . hermes renato . hermes . renato . hermes renato . oficial . acervo . pérolas . mtv . fox . record . tv . fx . yt : quality=high . gloria kalinho . peidar . aviao . franco fanti . seje chic . gloria kalil"
0,"atirei . pau . gato . galinha . pintadinha . desenho . animado . infantil . música . pintinho . amarelinho . sapo . juptube"
0,"funk . 0000 . mc . jhowzinho . kadinho . kondzilla . gr0 . leleto . gw . denny . vida . loka . racionais . jojo . quetiro . . . vai . malandra . lançamentos . . . tocadas . . bailes . rw . lan . wm . rabetão"
0,?
0,"the noite danilo gentili 00/00/00 . the noite danilo gentili karen jonz . the noite danilo gentili vitor kley . the noite 00/00/00 vitor kley . the noite 00/00/00 karen jonz . karen jonz . vitor kley . sol vitor kley . monólogo the noite . ultraje rigor . jul"
0,"dica veterinario . cuidados cachorros . cachorros . dica veterinário . cao . kao . tudo sobre cachorros . caes . cachorro ração cachorro . amigo pet"
0,"fico desgraçado cabeça . terceirão . terceirão sincero . terceirão sincero depressão . mack . math . spider . vc empresta caneta . desgraçado cabeça . desgraçado cabeça"
0,"naiara azevedo . sertanejo . world . south . american . nayara azevedo . sertanejo universitario . escutar musica . sertanejo . música sertaneja . maiara maraisa . marilia mendonça . paula mattos . mariana fagundes . joao neto frederico . mega producoes artisticas . mega producoes . henrique juliano . joelma . sol almeida . day lara . banda calypso"
0,"mc . n00 . funk . dj"
0,"porta . . fundos . kibe . loco . kibeloco . fabio . porchat . gregório . duviver . ian . sbf . antonio . tabet . joão . vicente . . castro . comédia . humor . engraçado . funny . comedy . pau . pedra . mictório . banheiro . pau . tamanho . . piru . mijada . saco . mijo . xixi . victor . leal . dois . 0cm . centimetros . cm . penis . maior . . desejo . paz . mundial . tarugo . pequeno . demais . debate . discussão . risos . risada . hilário . cômico . idiota . louco . doido . maluco . bizarro . surreal . insano . esquete . sketch . programa . tv . porta fundos"
0,"bob esponja . manual mundo . kally 's mashup . franky . henry danger . bob esponja calça quadrada . the thundermans . icarly . sam cat . patrulha pata . . nickelodeon . nick . nickelodeon brazil oficial . nickelodeon oficial brazil . desenhos animados . diversão . engraçado . game shakers . bob esponja calça quadrada . fresh . school of rock . tmnt_clip_br . traição velho amigo . lutar contra amigo . família perdida . falco louco . plano maluco . lutar . estupidamente . parar maluco . tmnt"
0,?
0,"nando moura . treta nando moura . magal treta . treta magal . nando moura treta . treta magalzão . magalzão treta . porta fundos . treta . news"
0,?
0,?
0,"baitaca . rodeio campeiro . baitaca rodeio campeiro . fundo grota . baitaca grupo fundo grota . égua baldosa . baitaca égua baldosa . egua baldosa . baitaca egua baldosa"
0,?
0,"fazer . fazer000 . fz00 . fz000 . vlog . motovlog"
0,"mc fb - vou comer xereca vendo jogo flamengo [ dj vtn ] brabaaa . jamais visto cjt . baile vintem . vintem . conjuntao . curral . 00 . nogueira"
0,"gr0 . explode . music . filmes . mc gw . mc 0belo . flexiona xereca garota . dj wallace nk"
0,"duard . jair bolsonaro . ciro gomes . campanha . eleições . 0000 eleições . eleições 0000 . presidente . mito . cirão . cirao . massa . bolsonaro debate . bolsonaro ciro gomes . debate"
0,?
0,"the noite . the noite danilo gentili . danilo gentili . léo lins . murilo couto . juliana . diguinho . roger . mingau . bacalhau . marcos kleine . the noite danilo gentili 00/00/00 . the noite danilo gentili munhoz mariano . the noite 00/00/00 munhoz mariano . munhoz mariano . entrevista munhoz mariano . jerry smith . munhoz mariano jerry smith . mulherão porra"
0,"trap . lo-fi . rap . sad . sadness . suicide . remedio . suicidio . música . beat . gu . gustavo . gu santo . gustavo santos . . . falho . porra . falho porra . 00 . 00 . beae . voz . rimando . improviso . caneta . papel . triste . lil . lil peep . style . type"
0,?
0,"fezinho patatyy . fezinho divulga . munição piroca . neguinho v.u . livinho . sol raiar . mc pedrinho . passinho romano . romano . sarrada ar . memor vg . joga botico . mc leo baixada . programa eliana . funk . ostentação . lançamento 0000 . lançamento 0000 . melhores 0000 . funk novo . passinho . passinho rio . mc binladem . mc pikachu . mc brinquedo . principe romano"
0,"animação 0d . pica pau vai roça chico bento"
0,"fabiano oliveira . canal elétrico . atalaia esporte . balanço geral . tolerância zero . jornal estado . cidade alerta . cidade alerta sergipe . dia . EMAIL notícias sergipe . jornal sergipe . programa bareta . bareta . vídeos bareta . r0 sergipe . tv atalaia . record sergipe . notícias vídeos regional . a0se . portal a0se tv sergipe . tv sergipe . video aracaju . balanço geral sergipe . tv sergipanos . canal tv atalaia"
0,"malu moreira . 0 anos . sertanejo . cowgirl . tambor . cavalo . animais . sitio . rodeio . moda viola . quarto milha . viola . criança . # cavalo . # malumoreira . # trestambores . # quartodemilha . # animais . # sertanejo . # modadeviola . # violeira . # brunaviola . # manowalter . # construcao . # cocheira"
0,"tético . anacruse . anacrúsico . acéfalo . leitura rítmica . solfejo rítmico . leitura musical . regência . iniciação regência . compasso . moira l'abbate . compassos . tipos compasso . gestos regência"
0,?
0,"alex matielo - bobo corte . dvd primeiro passo . lançamento 0000 . dvd 0k00 . alex matielo 0k00 . bobo corte . sertanejo 0k00 . modao 0000 . sertanejo 0000 . alex matielo sertajeno 0k00 . modao sertanejo"
0,"mc fedo bosta - menor . menor . mc fedo bosta . mc fedo bosta menor . lil bosta . lil bosta - menor"
0,"hornet . motovlog . motovlog teresopolis . resgate . go pro . motos . honda . vlog . motofilmdor . acidentes motos . serra teresopolis . rio teresopolis . transito rio janeiro . transito sao paulo . paulo . belo horizonte . juiz . perigo duas rodas . seguança estrada . insegurança estrada . suzuki . bandit . vstrom . cg . cgzinha . 000cc . 000cc . 000cc . 000cc . 000cc . 000cc . 000cc . 000cc . 0000cc . kawasaki . z0000 . z000 . bking"
0,"vai mamar pra mim . mc kevin . mc davi . mckevin mc davi . pereradj . oficial"
0,"# pontobrothers . reagir avião facebook . usar reação \ / react avião facebook . adicionar reação avião facebook . obter usar reação avião facebook . ativar reação avião facebook . reação avião facebook . avião facebook . reagir avião facebook . ter reação aviao facebook . ter nova reação facebook . # addplanereact"
0,"brasileirão0000 . corinthians . flamengo . palmeiras . barcelona . futebol . fox sports . fox radio . fox raio . raio fox . radio fox . fox vivo . rodada fox . neymar . santos . timão mengão . zuando flamengo . zuando corinthians . timão vivo . noticia timão . gremio . bahia . futebol online . futebol vivo . tv online . fox . sports . radio . . vivo . copa mundo . russia . seleção brasileira"
0,"seth kugel . amigo gringo . nyc . inglês . dicas ingles . aulas ingles . gringos . turismo . turista . viagem . viajar . tourism . americanos . america . united states . usa . eua . estados unidos . brasil . brasileiros . brasileiros exterior . travelling . traveling . travel abroad . guia . nova iorque . nova york . new york . ny . big apple"
0,"seth kugel . amigo gringo . nyc . inglês . dicas ingles . aulas ingles . gringos . turismo . turista . viagem . viajar . tourism . americanos . america . united states . usa . eua . estados unidos . brasil . brasileiros . brasileiros exterior . travelling . traveling . travel abroad . guia . nova iorque . nova york . new york . ny . big apple . higiene . americanos tomam banho . patricia faolli"
0,"flamengo . solta . nego borel . paródia nego borel . paródia solta . paródia flamengo . paródia flamengo . funk"
0,"mrdsgtggr000kndd000lmrap0000 . preta vagabundo . dama vagabundo . djonga . nega . linda . rap foda . mayck . mayckoficiall"
0,?
0,"amanda . ramalho . panico . pânico . deus bosta . deus . bosta . falou merda . irritabilidade . bologna . rodrigo . ramalho amanda . amanda ramalho panico . deus . amanda diz deus bosta . 000000000000000000"
0,"# estouro . ppa . luan santana . wesley safadão . sorry . esqueci . soja . leve mal . degrau escada . amar cassete . devo . digo ser feliz . magoar passou então falei . cachaça mente ! . cristiano ronaldo . manoel neuer . rede globo . zezé di camargo . luciano camargo . marcelo tineli . diego maradona . pamela anderson . russel wilsin . olimpíadas rio 0000"
0,"gleidson tseva . quinta-feira . gatos . shi-tzhu"
0,"humor . risada . . tumblr casal . mundo . comédia . babaca . imitando fotos . manu gabriel . diversão . operacao cinema . imitando fotos tumblr . imitando fotos tumblr casal . gabriel dearo . meumundobabaca000000 . tumblr . casal tumblr . criando fotos tumblr . manu digilio"
0,"roda funk . kondzilla . coelho produções . funk carioca . mc bobo . mc alexandre . fiz amizade fome pra sobreviver . varios vezes massacrado merecer . tempo passando adiante hoje protagonista roda funk . queria sef=gundo pra despedir . sei deus abraçou acolheu ceu . seras esquecido dentro comunidade . familia amigos amam verdade . vai deus . vai fé mc alexandre vai deus"
0,?
0,"midas . music . brasil . musica . rick . bonadio . carmenrubia . louco demais . rosa . giu daga . rock . pop rock . midas studios"
0,"voce . vai . . sentir . . retardado . jogando ."
0,"peido . engraçado . fart . funny . peidar . peidando . garota . cabelo colorido . namorada . casal . banheiro . maíra medeiros"
0,?
0,"atracaodivulga . atracao divulga . atracao fonografica . atracao . fonografica . musica brasileira . musica . brasil . brazilian . music . banda beijo bhom . rapariga . forró . vá . ten vas . amor lindo . amigos amantes . orgulho . jogo sujo . vem amar . arrepio amor . segredo . fica comigo . menino cigano . beijo bhom . louca"
0,"noticiasnotube . nnt00dez0000ytbr000 . marcelo brigadeiro chama bruno gagliasso babaca papelão fez bolsonaro ufc . marcelo brigadeiro . chama . bruno gagliasso . . babaca . . papelão . . . fez . . bolsonaro . . ufc"
0,"tv fama . redetv ! . nelson rubens . flávia noronha . celebridades . tv fama fofocas . fofocas . famosos . rede tv . rede tv fama . tv fama hoje . tv fama rede tv . tv fama 0000 . apresentadora tv fama . tv fama vivo . noticias famosos . lulu santos . lulu santos assume namoro . lulu santos clebson . clebson teixeira lulu santos . clebson teixeira . lulu santos assume ser gay . novo namorado lulu santos . lulu santos namorado . lulu santos viado"
0,?
0,"chifre corno . aceitam ?"
0,"jornalismo . política . brasil . economia brasileira . jornal gazeta . noticias . paulo . noticias sobre paulo . previsão tempo"
0,"mc cabelinho - joga xereca . md virou lago ta cheio perereca"
0,"mc rike mc luizinho - desce xereca - música nova . mc rike . mc luizinho . desce xereca"
0,"baubergo . baubergô . upsidedown . capital brasil . relógio ponteiro . relógio analógico . retardado ? . meses ano . precisamos saber tudo ?"
0,"kanalkauan . kauan oliveira . comédia baiana . vlog . vlogger . fullscreen . partner . piada ruim . praça . cazalbé . carlos alberto . piada . bosta . adele . capião américa . guerra civil . real madrid . ney matogrosso . neymar . estados unidos"
0,". josé . . rio . preto . fé . festa . alegria . família . luz . tereos . pf . política . reportagem . filhos . vida . paz . esperança . criatividade . doces . filha . humanidade . cerveja . shopping . jesus . whatsapp . facebook . usa . trump . pt . lula . furto passaporte . carro pt . lava jato . gleisi hoffmann"
0,"multishow humor . humor . dia riso multishow . dia riso . paulo gustavo . bicha bichérrima . mariah carey . mariah tá maior . mariah gorda . invejosas . ferdinando show . ferdinando . bicha bichérrima ferdinando show . piada . vídeo engraçado . multishow online . assistir ferdinando show . assistir multishow online . inveja"
0,"egito . viagem . intercambio . travel . egypt . brazil . brasil . cairo . giza . piramides . morar . abroad . brasileiro . aventura . explorar . conhecendo . trip . youtuber . viver . morar egito . tip . tips . live . tourist . tourism . aiesec . vini egito . vini . rinite . alergia . academia . musculação . peso . frio . armario . acaro . espirro . espirrar . fitness . maromba . sheik . shake . parangole . dança . dançar . dance . axé . axe . novinho . corisa . escorrer . nariz . remedio"
0,"luiz alves sc . mulher branco . gincana luiz alves 0000 ."
0,"humor multishow . assistir multishow . dia riso . assistir multishow online . programa multishow . vai cola . comédia . piada . humor . vídeo engraçado . vídeos engraçados . multishow online . paulo gustavo . paulo . viado . pg . viado . vai cola . dona jô . velna . tcheca . valdo . valdomiro"
0,?
0,"hermes renato . mtv . record . pérolas . oficial . renato . hermes . yt : quality=high . fausto . acervo . hermes renato ( tv program ) . fx . hermes renato . tv . fox . fanti . yt : stretch=0:0 . agência puta ideia . bela bosta"
0,"funk elite . mc lk . dj cr0 . dj esculaxa . lyric video"
0,"edu dracena ricardo oliveira . ricardo oliveira edu dracena . edur dracena chama ricardo oliveira otario . palmeiras x alterico mg . atletico mg x palmeiras . treta . otario . brasileiro . brasileirão"
0,"todo dia merda . merda hein . q merda ein . q merda . alboghertti . bosta . velho falando merda . velho falando merda . velho falando bosta . bosta ein . bosta hein . q merda hein"
0,"senta . la . claudia . cacau . maria . mathes . bbb00 . ex . bbb"
0,"electronic . desire . alan . edge . frases . frasesedge . alanedge . frasesedge . edgefrases0 . alanzoka piada . piada . piada tijolinho . alan edge piada . alan contando piada . piada tijolinho . piada . alanzoka piada tijolinho . tijolinho"
0,"pastor everaldo . peido . peidando . entrevista . jornal nacional . willian boner . patricia poeta"
0,"c0rl00h0nr0qu0 . homem condenado morte peidar mesquita durante evento ? . condenado . homem condenado . homem condenado morte . condenado morte peidar . condenado morte peidar mesquita . peidou mesquita morto . mandaram matar homem peidou mesquita . mesquita . evento . homem preso peidar . peido"
0,"escuta vagabundo . ah vagabundo . cavaleiros forro . musica . palco mp0 . mp0 . baixar mp0 . peruano . vagabundo ! . tesão gente logo entregou ? ja primeiro dia gente fez amor . tô bebendo . tô pagando maior . farra mundo dizendo . forró ( musical genre ) . sabrina"
0,"doideira"
0,?
0,"b00 . 0000 . 000 . mpa . pjl . cv . ada . tcp . tca . pcc . gde . sdc . cp . bdm . katiara . bonde 00 . bonde 00 . bala cara . v0 . estados unidos . okaida . pce . pcm . fdn . tcc . crbc . cdl . pcms . bonde 000 . pcn . caveira . pgc . comando vermelho . terceiro comando puro . terceiro comando amigos . primeiro comando capital . amigos amigos . amigo amigos . bonde maluco . comando paz . sindicato crime . guardiões estado . b00 . cerol fino . pgo . tauras . td 0 . td 0 . tudo 0 . tudo 0 . familía norte"
0,"boner proíbe bolsonaro mostrar kit gay . max kirk music . akel . fala malafaia"
0,"peidar . peido . gases . peido mortal . peido fedido . live peido . lives igor . igor updown quark"
0,"tv tony silva . tony silva . intervenção . federal . policia . exercito . antares . rola . santa cruz . zona oeste . rio . rio janeiro . janeiro . agosto . rj . pm . polícia . civil"
0,"anabolizantes . cavalos . crioulos . veterinaria . saude . equinos . animais . horses . eguas . garanhão . castrados . risco"
0,"artebits produções . artebits . artbits . artbites . produtora imagem . chromakey . estúdio . studio . studio artebits . sertanejo . sertaneja . estúdio vídeo . contagem . belo horizonte . minas gerais . sessão fotográfica . produção musical . gravação . full hd . produção . música . musical . william fernando . forro . beber vagabundo . beber . forronejo"
0,"mova . canal mova . monja coen . leandro karnal . budismo . zen . filosofia . filosofia oriental . bem estar . felicidade . motivacional . inspiracional . ser feliz . consciência . autoconhecimento . autoajuda . inveja . admiração . vicarious"
